"date","max_temperature_f","mean_temperature_f","min_temperature_f","max_visibility_miles","mean_visibility_miles","min_visibility_miles","max_wind_Speed_mph","mean_wind_speed_mph","max_gust_speed_mph","precipitation_inches","cloud_cover","events","zip_code","city"
"5/22/2014",73,65,57,10,10,10,18,7,23,"0",3,"",94041,"Mountain View"
"5/23/2014",72,65,57,10,10,10,21,7,24,"0",3,"",94041,"Mountain View"
"5/24/2014",71,65,58,10,10,10,21,8,24,"0",0,"",94041,"Mountain View"
"5/25/2014",81,69,56,10,10,10,22,6,24,"0",0,"",94041,"Mountain View"
"5/26/2014",82,69,55,10,10,10,23,6,26,"0",0,"",94041,"Mountain View"
"5/27/2014",74,65,55,10,10,10,22,7,28,"0",0,"",94041,"Mountain View"
"5/28/2014",78,66,53,10,10,10,20,7,22,"0",0,"",94041,"Mountain View"
"5/29/2014",83,69,54,10,10,10,22,7,24,"0",0,"",94041,"Mountain View"
"5/30/2014",70,62,53,10,10,8,22,8,26,"0",2,"",94041,"Mountain View"
"5/31/2014",73,63,53,10,10,10,15,5,17,"0",2,"",94041,"Mountain View"
"6/1/2014",76,66,56,10,10,8,15,5,20,"0",2,"",94041,"Mountain View"
"6/2/2014",73,64,54,10,10,10,17,7,22,"0",3,"",94041,"Mountain View"
"6/3/2014",72,64,56,10,10,10,16,7,20,"0",3,"",94041,"Mountain View"
"6/4/2014",76,66,56,10,10,9,15,5,18,"0",2,"",94041,"Mountain View"
"6/5/2014",75,66,57,10,9,7,17,6,21,"0",2,"",94041,"Mountain View"
"6/6/2014",74,66,57,10,10,8,16,7,21,"0",2,"",94041,"Mountain View"
"6/7/2014",75,65,54,10,10,9,15,5,21,"0",3,"",94041,"Mountain View"
"6/8/2014",88,74,59,10,9,8,17,5,22,"0",0,"",94041,"Mountain View"
"6/9/2014",82,73,63,10,10,10,20,6,22,"0",0,"",94041,"Mountain View"
"6/10/2014",74,68,61,10,10,10,17,7,22,"0",2,"",94041,"Mountain View"
"6/11/2014",76,67,58,10,10,10,20,10,23,"0",0,"",94041,"Mountain View"
"6/12/2014",72,65,58,10,10,10,22,8,25,"0",3,"",94041,"Mountain View"
"6/13/2014",77,66,54,10,10,10,21,6,25,"0",0,"",94041,"Mountain View"
"6/14/2014",86,71,56,10,10,10,25,7,28,"0",0,"",94041,"Mountain View"
"6/15/2014",73,65,56,10,10,10,23,7,26,"0",0,"",94041,"Mountain View"
"6/16/2014",69,63,56,10,10,10,21,7,26,"0",0,"",94041,"Mountain View"
"6/17/2014",78,65,52,10,10,10,21,8,24,"0",0,"",94041,"Mountain View"
"6/18/2014",88,71,54,10,10,10,22,7,24,"0",0,"",94041,"Mountain View"
"6/19/2014",75,66,56,10,10,10,24,9,28,"0",0,"",94041,"Mountain View"
"6/20/2014",84,71,57,10,10,10,21,6,25,"0",0,"",94041,"Mountain View"
"6/21/2014",71,64,56,10,10,9,18,7,21,"0",0,"",94041,"Mountain View"
"6/22/2014",71,63,54,10,10,10,21,7,24,"0",0,"",94041,"Mountain View"
"6/23/2014",74,65,56,10,10,10,20,7,23,"0",2,"",94041,"Mountain View"
"6/24/2014",79,68,57,10,10,10,22,8,26,"0",0,"",94041,"Mountain View"
"6/25/2014",76,67,58,10,10,10,22,8,28,"0",0,"",94041,"Mountain View"
"6/26/2014",75,68,61,10,10,9,22,9,25,"0.01",3,"Rain",94041,"Mountain View"
"6/27/2014",77,69,60,10,10,10,22,9,25,"0",3,"",94041,"Mountain View"
"6/28/2014",78,69,59,10,10,10,23,8,26,"0",0,"",94041,"Mountain View"
"6/29/2014",83,71,58,10,10,10,18,6,22,"0",0,"",94041,"Mountain View"
"6/30/2014",86,74,62,10,10,10,17,5,21,"0",0,"",94041,"Mountain View"
"7/1/2014",76,69,61,10,10,9,20,9,24,"0",2,"",94041,"Mountain View"
"7/2/2014",77,69,60,10,10,4,24,9,29,"0",3,"",94041,"Mountain View"
"7/3/2014",75,66,57,10,10,10,18,7,22,"0",0,"",94041,"Mountain View"
"7/4/2014",74,66,57,10,10,8,18,7,22,"0",1,"",94041,"Mountain View"
"7/5/2014",78,67,56,10,10,8,14,6,17,"0",2,"",94041,"Mountain View"
"7/6/2014",77,66,55,10,10,10,14,6,18,"0",1,"",94041,"Mountain View"
"7/7/2014",80,69,58,10,10,10,17,5,21,"0",2,"",94041,"Mountain View"
"7/8/2014",76,68,60,10,10,10,18,8,22,"0",2,"",94041,"Mountain View"
"7/9/2014",77,68,59,10,10,9,17,8,23,"0",3,"",94041,"Mountain View"
"7/10/2014",77,68,59,10,10,6,18,9,22,"0",0,"",94041,"Mountain View"
"7/11/2014",75,67,59,10,9,2,22,9,25,"0",2,"",94041,"Mountain View"
"7/12/2014",71,66,60,10,10,10,20,8,23,"0",4,"",94041,"Mountain View"
"7/13/2014",73,66,58,10,10,10,13,6,18,"0",3,"",94041,"Mountain View"
"7/14/2014",81,72,62,10,10,10,14,5,18,"0",0,"",94041,"Mountain View"
"7/15/2014",80,71,61,10,10,10,20,8,23,"0",2,"",94041,"Mountain View"
"7/16/2014",80,72,64,10,10,10,25,9,29,"0",3,"",94041,"Mountain View"
"7/17/2014",79,71,62,10,10,10,25,9,28,"0",0,"",94041,"Mountain View"
"7/18/2014",74,68,62,10,10,10,21,9,24,"0",2,"",94041,"Mountain View"
"7/19/2014",76,70,63,10,10,10,21,8,25,"0",3,"",94041,"Mountain View"
"7/20/2014",78,71,64,10,10,10,22,10,26,"0",4,"",94041,"Mountain View"
"7/21/2014",78,71,64,10,10,10,22,9,26,"0",3,"",94041,"Mountain View"
"7/22/2014",79,72,64,10,10,10,20,7,24,"T",4,"Rain",94041,"Mountain View"
"7/23/2014",77,70,62,10,10,10,22,7,29,"0",1,"",94041,"Mountain View"
"7/24/2014",85,73,61,10,10,10,21,7,23,"0",1,"",94041,"Mountain View"
"7/25/2014",95,79,62,10,10,10,20,5,23,"0",0,"",94041,"Mountain View"
"7/26/2014",84,74,63,10,10,8,17,6,21,"0",0,"",94041,"Mountain View"
"7/27/2014",85,74,63,10,10,10,15,7,20,"T",1,"",94041,"Mountain View"
"7/28/2014",79,70,61,10,10,10,16,5,21,"0",1,"",94041,"Mountain View"
"7/29/2014",80,72,63,10,10,10,15,7,18,"0",2,"",94041,"Mountain View"
"7/30/2014",80,72,63,10,10,8,17,6,21,"0",3,"",94041,"Mountain View"
"7/31/2014",78,70,62,10,10,9,14,5,18,"0",3,"",94041,"Mountain View"
"8/1/2014",78,70,62,10,10,9,15,6,21,"0",0,"",94041,"Mountain View"
"8/2/2014",72,67,62,10,10,9,14,7,,"0",5,"",94041,"Mountain View"
"8/3/2014",72,67,62,10,10,10,20,8,23,"0",5,"",94041,"Mountain View"
"8/4/2014",75,69,62,10,10,10,17,7,22,"0",3,"",94041,"Mountain View"
"8/5/2014",79,71,63,10,10,10,18,6,24,"0",4,"",94041,"Mountain View"
"8/6/2014",83,73,63,10,10,8,20,6,23,"T",2,"Rain",94041,"Mountain View"
"8/7/2014",74,68,62,10,10,10,20,7,23,"0",3,"",94041,"Mountain View"
"8/8/2014",77,69,60,10,10,9,17,6,20,"0",1,"",94041,"Mountain View"
"8/9/2014",72,66,59,10,10,10,21,7,24,"0",1,"",94041,"Mountain View"
"8/10/2014",77,69,60,10,10,10,17,6,21,"0",3,"",94041,"Mountain View"
"8/11/2014",76,69,62,10,10,10,18,7,21,"0",3,"",94041,"Mountain View"
"8/12/2014",77,68,59,10,10,10,22,7,25,"0",1,"",94041,"Mountain View"
"8/13/2014",77,69,61,10,10,10,24,7,28,"0",3,"",94041,"Mountain View"
"8/14/2014",76,69,61,10,10,10,18,6,23,"0",2,"",94041,"Mountain View"
"8/15/2014",77,69,60,10,10,10,17,6,18,"0",2,"",94041,"Mountain View"
"8/16/2014",78,69,60,10,10,9,15,6,20,"0",4,"",94041,"Mountain View"
"8/17/2014",74,67,60,10,10,10,16,7,21,"0",4,"",94041,"Mountain View"
"8/18/2014",72,67,62,10,10,8,22,7,25,"0",4,"",94041,"Mountain View"
"8/19/2014",79,71,63,10,10,10,20,7,23,"0",4,"",94041,"Mountain View"
"8/20/2014",79,70,60,10,10,10,17,6,21,"0",2,"",94041,"Mountain View"
"8/21/2014",78,69,60,10,10,10,18,7,41,"0",0,"",94041,"Mountain View"
"8/22/2014",80,71,61,10,10,9,24,8,28,"0",2,"",94041,"Mountain View"
"8/23/2014",77,69,60,10,10,10,17,7,21,"0",3,"",94041,"Mountain View"
"8/24/2014",76,69,61,10,10,10,20,8,24,"0",3,"",94041,"Mountain View"
"8/25/2014",76,68,59,10,10,10,23,6,28,"0",2,"",94041,"Mountain View"
"8/26/2014",75,67,58,10,10,10,17,6,22,"0",1,"",94041,"Mountain View"
"8/27/2014",80,70,60,10,10,10,21,6,23,"0",0,"",94041,"Mountain View"
"8/28/2014",79,70,61,10,10,10,17,5,21,"0",2,"",94041,"Mountain View"
"8/29/2014",80,71,62,10,10,10,20,5,24,"0",3,"",94041,"Mountain View"
"8/30/2014",81,71,61,10,10,10,23,7,26,"0",0,"",94041,"Mountain View"
"8/31/2014",79,69,59,10,10,10,21,6,23,"0",0,"",94041,"Mountain View"
"3/1/2014",66,59,52,10,10,7,29,14,38,"0.21",5,"Rain",95113,"San Jose"
"3/2/2014",63,57,50,10,10,7,20,9,24,"0.02",5,"Rain",95113,"San Jose"
"3/3/2014",63,56,48,10,10,7,22,8,28,"0.17",6,"Rain",95113,"San Jose"
"3/4/2014",68,61,53,10,10,10,22,6,28,"0",7,"",95113,"San Jose"
"3/5/2014",74,63,52,10,9,5,16,8,21,"T",7,"",95113,"San Jose"
"3/6/2014",67,60,52,10,10,8,15,7,20,"0.02",6,"Rain",95113,"San Jose"
"3/7/2014",68,58,48,10,10,10,15,6,23,"0",3,"",95113,"San Jose"
"3/8/2014",74,60,45,10,10,10,12,3,14,"0",4,"",95113,"San Jose"
"3/9/2014",81,69,57,10,10,10,15,4,20,"0",5,"",95113,"San Jose"
"3/10/2014",69,62,55,10,9,2,20,10,23,"0.01",4,"Rain",95113,"San Jose"
"3/11/2014",71,63,54,10,10,10,25,11,38,"0",1,"",95113,"San Jose"
"3/12/2014",77,64,50,10,10,10,18,7,28,"0",0,"",95113,"San Jose"
"3/13/2014",77,62,46,10,10,10,14,4,,"0",0,"",95113,"San Jose"
"3/14/2014",71,58,44,10,10,9,15,5,18,"0",2,"",95113,"San Jose"
"3/15/2014",79,64,48,10,10,10,15,5,18,"0",0,"",95113,"San Jose"
"3/16/2014",80,65,49,10,10,10,20,5,24,"0",2,"",95113,"San Jose"
"3/17/2014",69,59,48,10,10,10,18,8,23,"0",3,"",95113,"San Jose"
"3/18/2014",71,58,44,10,10,10,20,6,24,"0",0,"",95113,"San Jose"
"3/19/2014",76,61,45,10,10,10,14,4,16,"0",3,"",95113,"San Jose"
"3/20/2014",74,62,49,10,10,10,18,6,22,"0",4,"",95113,"San Jose"
"3/21/2014",70,58,46,10,10,9,17,5,21,"T",2,"",95113,"San Jose"
"3/22/2014",71,59,46,10,10,10,15,6,17,"0",1,"",95113,"San Jose"
"3/23/2014",69,58,47,10,10,7,15,5,17,"0",3,"",95113,"San Jose"
"3/24/2014",75,61,46,10,10,10,15,6,18,"0",0,"",95113,"San Jose"
"3/25/2014",67,56,44,10,10,9,20,4,23,"0.08",4,"Rain",95113,"San Jose"
"3/26/2014",63,57,50,10,10,5,18,7,24,"0.08",5,"Rain",95113,"San Jose"
"3/27/2014",65,56,46,10,10,10,13,6,20,"0",5,"",95113,"San Jose"
"3/28/2014",71,61,50,10,10,10,15,7,18,"0",5,"",95113,"San Jose"
"3/29/2014",63,57,50,10,10,5,18,9,23,"0.33",6,"Rain",95113,"San Jose"
"3/30/2014",63,55,47,10,10,10,17,7,22,"0.01",5,"Rain",95113,"San Jose"
"3/31/2014",57,50,43,10,9,3,23,9,32,"0.42",5,"Rain",95113,"San Jose"
"4/1/2014",57,50,43,10,10,6,23,10,32,"0.29",6,"Rain",95113,"San Jose"
"4/2/2014",61,52,43,10,10,10,16,7,20,"0.01",2,"",95113,"San Jose"
"4/3/2014",66,55,43,10,10,10,16,7,21,"0",4,"",95113,"San Jose"
"4/4/2014",61,55,49,10,9,2,16,8,22,"0.09",6,"Rain",95113,"San Jose"
"4/5/2014",67,59,50,10,10,10,21,8,23,"0",3,"",95113,"San Jose"
"4/6/2014",76,61,46,10,10,10,16,5,23,"0",2,"",95113,"San Jose"
"4/7/2014",82,68,53,10,10,10,15,4,18,"0",0,"",95113,"San Jose"
"4/8/2014",87,72,56,10,10,10,17,4,21,"0",4,"",95113,"San Jose"
"4/9/2014",75,65,54,10,10,9,13,5,18,"0",4,"",95113,"San Jose"
"4/10/2014",80,66,52,10,9,5,13,4,14,"0",5,"",95113,"San Jose"
"4/11/2014",70,62,54,10,10,8,14,6,17,"0",6,"",95113,"San Jose"
"4/12/2014",71,62,53,10,10,10,18,7,22,"0",4,"",95113,"San Jose"
"4/13/2014",75,65,54,10,10,10,18,6,22,"0",3,"",95113,"San Jose"
"4/14/2014",76,64,51,10,9,5,13,5,16,"0",2,"",95113,"San Jose"
"4/15/2014",72,59,45,10,10,8,17,6,20,"0",3,"",95113,"San Jose"
"4/16/2014",79,64,49,10,10,9,16,6,20,"0",2,"",95113,"San Jose"
"4/17/2014",73,63,52,10,10,9,21,6,25,"0",3,"",95113,"San Jose"
"4/18/2014",71,61,51,10,10,10,20,6,22,"0",2,"",95113,"San Jose"
"4/19/2014",69,60,50,10,10,10,20,7,26,"0",2,"",95113,"San Jose"
"4/20/2014",80,65,50,10,10,10,20,5,25,"0",1,"",95113,"San Jose"
"4/21/2014",74,62,50,10,10,10,24,6,29,"0",5,"",95113,"San Jose"
"4/22/2014",65,58,50,10,10,10,24,15,31,"T",4,"",95113,"San Jose"
"4/23/2014",67,57,47,10,10,10,21,8,26,"0",3,"",95113,"San Jose"
"4/24/2014",68,59,50,10,10,10,21,7,25,"T",5,"Rain",95113,"San Jose"
"4/25/2014",61,56,50,10,9,5,21,7,26,"0.25",7,"Rain",95113,"San Jose"
"4/26/2014",63,55,48,10,10,10,17,11,26,"0",6,"",95113,"San Jose"
"4/27/2014",67,59,51,10,10,10,22,9,28,"0",5,"",95113,"San Jose"
"4/28/2014",73,60,47,10,10,10,21,7,25,"0",1,"",95113,"San Jose"
"4/29/2014",86,67,48,10,10,10,15,4,20,"0",3,"",95113,"San Jose"
"4/30/2014",93,76,58,10,10,10,16,5,18,"0",3,"",95113,"San Jose"
"5/1/2014",92,75,58,10,10,10,22,6,26,"0",3,"",95113,"San Jose"
"5/2/2014",84,69,54,10,10,10,18,6,23,"0",4,"",95113,"San Jose"
"5/3/2014",69,62,54,10,10,10,22,10,29,"0",4,"",95113,"San Jose"
"5/4/2014",71,62,52,10,10,10,22,9,28,"0",4,"",95113,"San Jose"
"5/5/2014",67,60,53,10,10,10,22,11,30,"0",4,"",95113,"San Jose"
"5/6/2014",71,61,50,10,10,10,24,10,31,"0",1,"",95113,"San Jose"
"5/7/2014",70,59,48,10,10,6,21,7,26,"0",4,"",95113,"San Jose"
"5/8/2014",70,60,50,10,10,10,14,5,17,"T",6,"Rain",95113,"San Jose"
"5/9/2014",70,62,53,10,10,8,23,13,28,"0",5,"",95113,"San Jose"
"5/10/2014",69,60,51,10,10,10,29,11,32,"0",1,"",95113,"San Jose"
"5/11/2014",78,63,48,10,10,10,25,9,30,"0",1,"",95113,"San Jose"
"5/12/2014",86,68,50,10,10,10,20,7,25,"0",2,"",95113,"San Jose"
"5/13/2014",95,75,55,10,10,10,18,5,25,"0",0,"",95113,"San Jose"
"5/14/2014",94,76,57,10,10,10,18,7,22,"0",2,"",95113,"San Jose"
"5/15/2014",89,74,58,10,10,10,22,7,26,"0",4,"",95113,"San Jose"
"5/16/2014",78,67,56,10,10,10,18,8,22,"0",4,"",95113,"San Jose"
"5/17/2014",72,63,54,10,10,10,20,8,23,"0",4,"",95113,"San Jose"
"5/18/2014",72,64,56,10,10,10,24,11,28,"0",2,"",95113,"San Jose"
"5/19/2014",71,61,51,10,10,10,22,9,39,"0",5,"",95113,"San Jose"
"5/20/2014",72,63,53,10,10,10,21,7,25,"0",5,"",95113,"San Jose"
"5/21/2014",77,66,55,10,10,10,20,7,24,"0",3,"",95113,"San Jose"
"5/22/2014",76,66,55,10,10,10,20,6,23,"0",5,"",95113,"San Jose"
"5/23/2014",76,66,56,10,9,4,18,6,22,"0",5,"",95113,"San Jose"
"5/24/2014",74,65,55,10,10,10,21,7,24,"0",2,"",95113,"San Jose"
"5/25/2014",83,69,54,10,10,10,18,7,22,"0",1,"",95113,"San Jose"
"5/26/2014",82,68,54,10,10,10,20,8,25,"0",0,"",95113,"San Jose"
"5/27/2014",74,63,52,10,10,10,22,8,26,"0",0,"",95113,"San Jose"
"5/28/2014",76,64,52,10,10,10,22,10,26,"0",0,"",95113,"San Jose"
"5/29/2014",83,68,53,10,10,10,18,7,23,"0",1,"",95113,"San Jose"
"5/30/2014",69,61,52,10,9,7,21,9,28,"0",2,"",95113,"San Jose"
"5/31/2014",76,66,55,10,10,10,14,6,18,"0",3,"",95113,"San Jose"
"6/1/2014",80,66,52,10,10,9,16,7,20,"0",1,"",95113,"San Jose"
"6/2/2014",75,63,51,10,10,10,21,10,24,"0",1,"",95113,"San Jose"
"6/3/2014",78,66,54,10,10,10,16,9,20,"0",1,"",95113,"San Jose"
"6/4/2014",80,66,52,10,10,10,16,6,20,"0",1,"",95113,"San Jose"
"6/5/2014",81,68,55,10,10,8,16,6,20,"0",1,"",95113,"San Jose"
"6/6/2014",77,65,53,10,10,10,15,8,20,"0",0,"",95113,"San Jose"
"6/7/2014",79,66,53,10,10,9,15,7,18,"0",1,"",95113,"San Jose"
"6/8/2014",92,75,58,10,10,8,20,5,23,"0",0,"",95113,"San Jose"
"6/9/2014",88,76,63,10,10,10,18,6,22,"0",0,"",95113,"San Jose"
"6/10/2014",77,67,57,10,10,9,16,8,22,"0",0,"",95113,"San Jose"
"6/11/2014",79,68,57,10,10,10,18,10,23,"0",1,"",95113,"San Jose"
"6/12/2014",72,65,57,10,10,10,21,9,24,"0",3,"",95113,"San Jose"
"6/13/2014",79,66,53,10,10,9,21,7,24,"0",0,"",95113,"San Jose"
"6/14/2014",88,72,55,10,10,10,22,6,28,"0",2,"",95113,"San Jose"
"6/15/2014",74,64,54,10,10,10,22,8,28,"0",4,"",95113,"San Jose"
"6/16/2014",71,62,53,10,10,10,21,7,24,"0",1,"",95113,"San Jose"
"6/17/2014",78,65,52,10,10,10,21,10,24,"0",1,"",95113,"San Jose"
"6/18/2014",88,71,53,10,10,10,22,7,26,"0",0,"",95113,"San Jose"
"6/19/2014",77,66,55,10,10,10,18,8,22,"0",1,"",95113,"San Jose"
"6/20/2014",83,70,56,10,10,10,23,7,28,"0",4,"",95113,"San Jose"
"6/21/2014",72,63,54,10,10,10,15,6,21,"0",3,"",95113,"San Jose"
"6/22/2014",74,64,53,10,10,10,21,6,26,"0",1,"",95113,"San Jose"
"6/23/2014",78,66,53,10,9,6,18,7,22,"0",3,"",95113,"San Jose"
"6/24/2014",75,66,57,10,10,10,21,7,26,"0",1,"",95113,"San Jose"
"6/25/2014",74,66,57,10,10,10,20,8,28,"0",4,"",95113,"San Jose"
"6/26/2014",77,69,60,10,10,10,22,10,25,"0.01",4,"",95113,"San Jose"
"6/27/2014",78,69,59,10,10,10,21,9,25,"0",3,"",95113,"San Jose"
"6/28/2014",77,68,59,10,10,10,21,9,28,"0",1,"",95113,"San Jose"
"6/29/2014",87,72,57,10,10,10,17,5,21,"0",0,"",95113,"San Jose"
"6/30/2014",92,77,62,10,10,10,17,6,20,"0",4,"",95113,"San Jose"
"7/1/2014",79,68,57,10,10,10,16,8,21,"0",1,"",95113,"San Jose"
"7/2/2014",81,69,57,10,10,10,22,8,25,"0",2,"",95113,"San Jose"
"7/3/2014",81,69,56,10,10,8,16,7,21,"0",0,"",95113,"San Jose"
"7/4/2014",79,69,58,10,10,8,17,7,21,"0",0,"",95113,"San Jose"
"7/5/2014",82,70,57,10,9,5,15,6,18,"0",2,"",95113,"San Jose"
"7/6/2014",82,70,57,10,10,10,13,6,17,"0",1,"",95113,"San Jose"
"7/7/2014",82,71,59,10,10,10,14,5,17,"0",4,"",95113,"San Jose"
"7/8/2014",80,70,59,10,10,10,15,7,21,"0",2,"",95113,"San Jose"
"7/9/2014",80,69,57,10,10,10,15,9,20,"0",0,"",95113,"San Jose"
"7/10/2014",80,69,58,10,10,10,17,9,24,"0",1,"",95113,"San Jose"
"7/11/2014",76,68,59,10,10,10,20,9,24,"0",2,"",95113,"San Jose"
"7/12/2014",73,66,58,10,10,10,18,8,22,"0",4,"",95113,"San Jose"
"7/13/2014",77,68,58,10,10,10,13,6,15,"0",5,"",95113,"San Jose"
"7/14/2014",86,74,62,10,10,9,16,5,24,"0",3,"",95113,"San Jose"
"7/15/2014",83,72,61,10,10,10,14,7,22,"T",4,"",95113,"San Jose"
"7/16/2014",83,73,62,10,10,10,21,8,25,"0",3,"",95113,"San Jose"
"7/17/2014",78,69,60,10,10,10,20,8,25,"0",1,"",95113,"San Jose"
"7/18/2014",76,69,61,10,10,10,16,9,21,"0",3,"",95113,"San Jose"
"7/19/2014",78,70,62,10,10,10,16,7,21,"T",5,"",95113,"San Jose"
"7/20/2014",78,71,63,10,10,10,18,8,24,"0",5,"",95113,"San Jose"
"7/21/2014",79,71,62,10,10,10,18,8,23,"0",3,"",95113,"San Jose"
"7/22/2014",79,71,62,10,10,10,20,8,24,"T",4,"Rain",95113,"San Jose"
"7/23/2014",78,69,59,10,10,10,20,8,26,"0",2,"",95113,"San Jose"
"7/24/2014",85,72,59,10,10,10,18,7,23,"0",1,"",95113,"San Jose"
"7/25/2014",94,78,61,10,10,10,18,6,22,"0",1,"",95113,"San Jose"
"7/26/2014",88,75,61,10,10,10,17,7,21,"0",2,"",95113,"San Jose"
"7/27/2014",86,74,62,10,10,10,14,6,17,"0",3,"",95113,"San Jose"
"7/28/2014",82,71,60,10,10,10,15,5,18,"0",4,"",95113,"San Jose"
"7/29/2014",83,73,62,10,10,10,15,7,18,"0",1,"",95113,"San Jose"
"7/30/2014",82,72,61,10,10,9,15,7,18,"0",2,"",95113,"San Jose"
"7/31/2014",80,71,61,10,10,8,14,6,15,"0",4,"",95113,"San Jose"
"8/1/2014",82,71,60,10,10,8,16,6,20,"0",2,"",95113,"San Jose"
"8/2/2014",75,68,60,10,9,7,15,7,17,"0",4,"",95113,"San Jose"
"8/3/2014",74,66,58,10,10,10,16,7,21,"0",6,"",95113,"San Jose"
"8/4/2014",79,69,59,10,10,10,18,8,22,"0",5,"",95113,"San Jose"
"8/5/2014",80,71,62,10,10,10,21,6,26,"0",5,"",95113,"San Jose"
"8/6/2014",85,74,62,10,10,10,18,7,22,"T",4,"",95113,"San Jose"
"8/7/2014",78,70,62,10,10,7,16,6,20,"0",3,"",95113,"San Jose"
"8/8/2014",80,69,58,10,10,7,15,6,18,"0",3,"",95113,"San Jose"
"8/9/2014",75,67,58,10,10,8,16,8,20,"0",2,"",95113,"San Jose"
"8/10/2014",80,70,59,10,10,10,16,6,18,"0",5,"",95113,"San Jose"
"8/11/2014",79,69,58,10,10,10,14,6,18,"0",1,"",95113,"San Jose"
"8/12/2014",79,69,59,10,10,10,17,9,21,"0",3,"",95113,"San Jose"
"8/13/2014",81,71,61,10,10,10,20,8,24,"0",3,"",95113,"San Jose"
"8/14/2014",79,70,61,10,10,10,16,6,20,"0",3,"",95113,"San Jose"
"8/15/2014",81,69,57,10,10,10,14,7,17,"0",1,"",95113,"San Jose"
"8/16/2014",80,70,60,10,10,8,16,6,20,"0",3,"",95113,"San Jose"
"8/17/2014",77,68,59,10,10,7,15,6,20,"0",3,"",95113,"San Jose"
"8/18/2014",76,68,59,10,10,8,17,6,22,"0",4,"",95113,"San Jose"
"8/19/2014",79,70,61,10,10,9,15,7,20,"0",5,"",95113,"San Jose"
"8/20/2014",81,71,60,10,10,10,16,9,21,"0",3,"",95113,"San Jose"
"8/21/2014",80,70,59,10,10,10,16,8,21,"0",0,"",95113,"San Jose"
"8/22/2014",81,71,60,10,10,10,21,8,24,"0",1,"",95113,"San Jose"
"8/23/2014",79,70,60,10,10,10,16,8,22,"0",3,"",95113,"San Jose"
"8/24/2014",77,68,58,10,10,10,17,8,21,"0",2,"",95113,"San Jose"
"8/25/2014",77,68,58,10,10,10,20,8,23,"0",3,"",95113,"San Jose"
"8/26/2014",77,67,56,10,10,10,15,5,24,"0",1,"",95113,"San Jose"
"8/27/2014",83,72,60,10,10,10,16,6,20,"0",0,"",95113,"San Jose"
"8/28/2014",82,71,60,10,9,7,15,6,26,"0",2,"",95113,"San Jose"
"8/29/2014",83,72,60,10,9,7,21,5,24,"0",6,"",95113,"San Jose"
"8/30/2014",86,74,61,10,10,10,21,6,24,"0",1,"",95113,"San Jose"
"8/31/2014",82,70,58,10,10,10,20,6,22,"0",0,"",95113,"San Jose"
"9/1/2014",83,70,57,10,10,8,16,7,20,"0",0,"",94107,"San Francisco"
"9/2/2014",72,66,60,10,10,7,21,8,,"0",5,"",94107,"San Francisco"
"9/3/2014",76,69,61,10,10,10,21,8,24,"0",4,"",94107,"San Francisco"
"9/4/2014",74,68,61,10,10,8,22,8,25,"0",5,"",94107,"San Francisco"
"9/5/2014",72,66,60,10,9,7,18,8,32,"0",4,"",94107,"San Francisco"
"9/6/2014",72,66,60,10,9,7,17,9,30,"0",4,"",94107,"San Francisco"
"9/7/2014",72,66,60,10,10,10,18,10,28,"0",3,"",94107,"San Francisco"
"9/8/2014",68,64,59,10,10,10,18,12,22,"0",4,"",94107,"San Francisco"
"9/9/2014",72,65,57,10,10,10,17,7,21,"0",5,"",94107,"San Francisco"
"9/10/2014",82,68,54,10,9,5,16,5,20,"0",1,"",94107,"San Francisco"
"9/11/2014",83,70,57,10,8,2,20,7,22,"0",2,"",94107,"San Francisco"
"9/12/2014",77,67,57,10,9,6,15,8,23,"0",1,"",94107,"San Francisco"
"9/13/2014",75,67,59,10,10,9,22,8,33,"0",4,"",94107,"San Francisco"
"9/14/2014",74,67,60,10,10,9,18,8,28,"0",2,"",94107,"San Francisco"
"9/15/2014",77,70,62,10,10,10,18,9,49,"0",3,"",94107,"San Francisco"
"9/16/2014",78,68,58,10,10,8,18,7,21,"0",4,"",94107,"San Francisco"
"9/17/2014",77,69,61,10,10,9,21,9,29,"T",5,"Rain",94107,"San Francisco"
"9/18/2014",78,70,61,10,10,6,20,9,29,"T",5,"Rain",94107,"San Francisco"
"9/19/2014",73,66,59,10,10,8,23,7,31,"0",5,"",94107,"San Francisco"
"9/20/2014",71,67,63,10,10,10,20,9,23,"0",6,"",94107,"San Francisco"
"9/21/2014",69,67,64,10,10,10,22,11,28,"0",8,"",94107,"San Francisco"
"9/22/2014",75,69,63,10,10,10,18,9,21,"0",4,"",94107,"San Francisco"
"9/23/2014",75,69,63,10,10,7,18,8,23,"T",5,"Rain",94107,"San Francisco"
"9/24/2014",77,71,65,10,9,5,20,9,26,"0.01",6,"Rain",94107,"San Francisco"
"9/25/2014",72,65,58,10,8,2,21,6,24,"0.43",6,"Rain",94107,"San Francisco"
"9/26/2014",73,67,60,10,10,10,25,9,29,"0",4,"",94107,"San Francisco"
"9/27/2014",71,63,55,10,10,10,18,9,24,"0",3,"",94107,"San Francisco"
"9/28/2014",72,67,61,10,10,10,15,7,17,"0",6,"",94107,"San Francisco"
"9/29/2014",69,63,57,10,10,8,20,8,28,"0",5,"",94107,"San Francisco"
"9/30/2014",73,65,57,10,10,9,16,7,18,"0",4,"",94107,"San Francisco"
"10/1/2014",83,68,53,10,10,8,15,4,31,"0",1,"",94107,"San Francisco"
